Date,User Type,Component,Total
2020-10-01,AS_TEACHERS,Page,17
2020-10-01,AS_TEACHERS,Questionnaire,8
2020-10-01,AS_TEACHERS,Quiz,483
2020-10-01,AS_TEACHERS,Scheduler,5
2020-10-01,AS_TEACHERS,Single view,19
2020-10-01,AS_TEACHERS,Submission comments,104
2020-10-01,AS_TEACHERS,System,7471
2020-10-01,AS_TEACHERS,URL,35
2020-10-01,AS_TEACHERS,User report,1
2020-09-14,AS_NON-EDITING-TEACHERS,Assignment,89
2020-09-14,AS_NON-EDITING-TEACHERS,File,13
2020-09-14,AS_NON-EDITING-TEACHERS,File submissions,2
2020-09-14,AS_NON-EDITING-TEACHERS,Forum,15
2020-09-14,AS_NON-EDITING-TEACHERS,Grader report,6
2020-09-14,AS_NON-EDITING-TEACHERS,Group choice,2
2020-09-14,AS_NON-EDITING-TEACHERS,Live logs,1
2020-09-14,AS_NON-EDITING-TEACHERS,Open Forum,80
2020-09-14,AS_NON-EDITING-TEACHERS,Page,30
2020-09-14,AS_NON-EDITING-TEACHERS,Questionnaire,7
2020-09-14,AS_NON-EDITING-TEACHERS,Quiz,230
2020-09-14,AS_NON-EDITING-TEACHERS,System,5612
2020-09-14,AS_NON-EDITING-TEACHERS,URL,48
2020-09-14,AS_NON-EDITING-TEACHERS,Wiki,11
2020-09-14,AS_STUDENT,Assignment,1000
2020-09-14,AS_STUDENT,Chat,1
2020-09-14,AS_STUDENT,External tool,24
2020-09-14,AS_STUDENT,Feedback,2
2020-09-14,AS_STUDENT,File,827
2020-09-14,AS_STUDENT,File submissions,88
2020-09-14,AS_STUDENT,Folder,13
2020-09-14,AS_STUDENT,Forum,196
2020-09-14,AS_STUDENT,Group choice,69
2020-09-14,AS_STUDENT,Live logs,1
2020-09-14,AS_STUDENT,Online text submissions,10
2020-09-14,AS_STUDENT,Open Forum,1437
2020-09-14,AS_STUDENT,Overview report,20
2020-09-14,AS_STUDENT,Page,139
2020-09-14,AS_STUDENT,Questionnaire,100
2020-09-14,AS_STUDENT,Quiz,2289
2020-09-14,AS_STUDENT,Scheduler,8
2020-09-14,AS_STUDENT,System,20950
2020-09-14,AS_STUDENT,URL,1234
2020-09-14,AS_STUDENT,User report,78
2020-09-14,AS_STUDENT,User tours,225
2020-09-14,AS_TEACHERS,Assignment,127
2020-09-14,AS_TEACHERS,Chat,1
2020-09-14,AS_TEACHERS,External tool,1
2020-09-14,AS_TEACHERS,Feedback,1
2020-09-14,AS_TEACHERS,File,9
2020-09-14,AS_TEACHERS,Folder,2
2020-09-14,AS_TEACHERS,Forum,23
2020-09-14,AS_TEACHERS,Grader report,10
2020-09-14,AS_TEACHERS,Group choice,5
2020-09-14,AS_TEACHERS,Live logs,1
2020-09-14,AS_TEACHERS,Open Forum,209
2020-09-14,AS_TEACHERS,Overview report,2
2020-09-14,AS_TEACHERS,Page,32
2020-09-14,AS_TEACHERS,Questionnaire,17
2020-09-14,AS_TEACHERS,Quiz,332
2020-09-14,AS_TEACHERS,Scheduler,11
2020-09-14,AS_TEACHERS,Submission comments,1
2020-09-14,AS_TEACHERS,System,9141
2020-09-14,AS_TEACHERS,URL,75
2020-09-14,AS_TEACHERS,User tours,6
2020-09-14,AS_TEACHERS,Wiki,11
2020-12-16,AS_NON-EDITING-TEACHERS,Assignment,4
2020-12-16,AS_NON-EDITING-TEACHERS,File,1
2020-12-16,AS_NON-EDITING-TEACHERS,Forum,4
2020-12-16,AS_NON-EDITING-TEACHERS,Group choice,3
2020-12-16,AS_NON-EDITING-TEACHERS,Open Forum,8
2020-12-16,AS_NON-EDITING-TEACHERS,Quiz,92
2020-12-16,AS_NON-EDITING-TEACHERS,System,687
2020-12-16,AS_NON-EDITING-TEACHERS,URL,6
2020-12-16,AS_STUDENT,Assignment,1817
2020-12-16,AS_STUDENT,Book,11
2020-12-16,AS_STUDENT,External tool,4
2020-12-16,AS_STUDENT,File,667
2020-12-16,AS_STUDENT,File submissions,216
2020-12-16,AS_STUDENT,Folder,15
2020-12-16,AS_STUDENT,Forum,156
2020-12-16,AS_STUDENT,Group choice,1
2020-12-16,AS_STUDENT,Lesson,252
2020-12-16,AS_STUDENT,Online text submissions,34
2020-12-16,AS_STUDENT,Open Forum,225
2020-12-16,AS_STUDENT,Overview report,9
2020-12-16,AS_STUDENT,Page,323
2020-12-16,AS_STUDENT,Quiz,7426
2020-12-16,AS_STUDENT,Submission comments,1
2020-12-16,AS_STUDENT,System,10536
2020-12-16,AS_STUDENT,URL,934
2020-12-16,AS_STUDENT,User report,90
2020-12-16,AS_STUDENT,User tours,3
2020-12-16,AS_TEACHERS,Assignment,10
2020-12-16,AS_TEACHERS,File,1
2020-12-16,AS_TEACHERS,Forum,15
2020-12-16,AS_TEACHERS,Grader report,2
2020-12-16,AS_TEACHERS,Group choice,3
2020-12-16,AS_TEACHERS,Lesson,54
2020-12-16,AS_TEACHERS,Logs,2
2020-12-16,AS_TEACHERS,Open Forum,57
2020-12-16,AS_TEACHERS,Overview report,2
2020-12-16,AS_TEACHERS,Page,10
2020-12-16,AS_TEACHERS,Quiz,132
2020-12-16,AS_TEACHERS,System,3142
2020-12-16,AS_TEACHERS,URL,7
2020-12-16,AS_TEACHERS,User report,1
2020-12-02,AS_NON-EDITING-TEACHERS,Assignment,298
2020-12-02,AS_NON-EDITING-TEACHERS,File,3
2020-12-02,AS_NON-EDITING-TEACHERS,File submissions,14
2020-12-02,AS_NON-EDITING-TEACHERS,Forum,12
2020-12-02,AS_NON-EDITING-TEACHERS,Grader report,1
2020-12-02,AS_NON-EDITING-TEACHERS,Online text submissions,2
2020-12-02,AS_NON-EDITING-TEACHERS,Open Forum,2
2020-12-02,AS_NON-EDITING-TEACHERS,Quiz,114
2020-12-02,AS_NON-EDITING-TEACHERS,Submission comments,11
2020-12-02,AS_NON-EDITING-TEACHERS,System,1052
2020-12-02,AS_NON-EDITING-TEACHERS,URL,17
2020-12-02,AS_NON-EDITING-TEACHERS,User report,1
2020-12-02,AS_STUDENT,Assignment,3060
2020-12-02,AS_STUDENT,Book,14
2020-12-02,AS_STUDENT,External tool,11
2020-12-02,AS_STUDENT,Feedback,1
2020-12-02,AS_STUDENT,File,374
2020-12-02,AS_STUDENT,File submissions,274
2020-12-02,AS_STUDENT,Folder,24
2020-12-02,AS_STUDENT,Forum,306
2020-12-02,AS_STUDENT,Grader report,1
2020-12-02,AS_STUDENT,Group choice,1
2020-12-02,AS_STUDENT,Lesson,330
2020-12-02,AS_STUDENT,Online text submissions,88
2020-12-02,AS_STUDENT,Open Forum,456
2020-12-02,AS_STUDENT,Overview report,13
2020-12-02,AS_STUDENT,Page,122
2020-12-02,AS_STUDENT,Quiz,6043
2020-12-02,AS_STUDENT,Scheduler,2
2020-12-02,AS_STUDENT,Submission comments,4
2020-12-02,AS_STUDENT,System,11513
2020-12-02,AS_STUDENT,URL,857
2020-12-02,AS_STUDENT,User report,152
2020-12-02,AS_STUDENT,User tours,65
2020-12-02,AS_TEACHERS,Assignment,758
2020-12-02,AS_TEACHERS,Excel spreadsheet,1
2020-12-02,AS_TEACHERS,File,1
2020-12-02,AS_TEACHERS,Forum,41
2020-12-02,AS_TEACHERS,Grader report,9
2020-12-02,AS_TEACHERS,Lesson,48
2020-12-02,AS_TEACHERS,Logs,3
2020-12-02,AS_TEACHERS,Open Forum,72
2020-12-02,AS_TEACHERS,Overview report,5
2020-12-02,AS_TEACHERS,Page,2
2020-12-02,AS_TEACHERS,Quiz,326
2020-12-02,AS_TEACHERS,Scheduler,1
2020-12-02,AS_TEACHERS,Submission comments,12
2020-12-02,AS_TEACHERS,System,5253
2020-12-02,AS_TEACHERS,URL,17
2020-12-02,AS_TEACHERS,User report,4
2020-10-28,AS_NON-EDITING-TEACHERS,Assignment,203
2020-10-28,AS_NON-EDITING-TEACHERS,File,31
2020-10-28,AS_NON-EDITING-TEACHERS,Grader report,3
2020-10-28,AS_NON-EDITING-TEACHERS,Open Forum,7
2020-10-28,AS_NON-EDITING-TEACHERS,Page,3
2020-10-28,AS_NON-EDITING-TEACHERS,Questionnaire,5
2020-10-28,AS_NON-EDITING-TEACHERS,Quiz,305
2020-10-28,AS_NON-EDITING-TEACHERS,Submission comments,22
2020-10-28,AS_NON-EDITING-TEACHERS,System,1320
2020-10-28,AS_NON-EDITING-TEACHERS,URL,3
2020-10-28,AS_STUDENT,Assignment,3146
2020-10-28,AS_STUDENT,Book,6
2020-10-28,AS_STUDENT,Choice,3
2020-10-28,AS_STUDENT,External tool,2
2020-10-28,AS_STUDENT,Feedback,1
2020-10-28,AS_STUDENT,File,700
2020-10-28,AS_STUDENT,File submissions,322
2020-10-28,AS_STUDENT,Folder,18
2020-10-28,AS_STUDENT,Forum,41
2020-10-28,AS_STUDENT,Grader report,3
2020-10-28,AS_STUDENT,Group choice,11
2020-10-28,AS_STUDENT,Online text submissions,10
2020-10-28,AS_STUDENT,Open Forum,442
2020-10-28,AS_STUDENT,Overview report,28
2020-10-28,AS_STUDENT,Page,343
2020-10-28,AS_STUDENT,Questionnaire,67
2020-10-28,AS_STUDENT,Quiz,9361
2020-10-28,AS_STUDENT,Scheduler,18
2020-10-28,AS_STUDENT,Submission comments,27
2020-10-28,AS_STUDENT,System,12624
2020-10-28,AS_STUDENT,URL,749
2020-10-28,AS_STUDENT,User report,208
2020-10-28,AS_STUDENT,User tours,30
2020-10-28,AS_STUDENT,Workshop,32
2020-10-28,AS_TEACHERS,Assignment,257
2020-10-28,AS_TEACHERS,Course participation,4
2020-10-28,AS_TEACHERS,File,12
2020-10-28,AS_TEACHERS,Grader report,63
2020-10-28,AS_TEACHERS,Open Forum,16
2020-10-28,AS_TEACHERS,Quiz,376
2020-10-28,AS_TEACHERS,Single view,1
2020-10-28,AS_TEACHERS,Submission comments,4
2020-10-28,AS_TEACHERS,System,2679
2020-10-28,AS_TEACHERS,URL,1
2020-10-04,AS_NON-EDITING-TEACHERS,Assignment,28
2020-10-04,AS_NON-EDITING-TEACHERS,Open Forum,4
2020-10-04,AS_NON-EDITING-TEACHERS,Questionnaire,3
2020-10-04,AS_NON-EDITING-TEACHERS,Quiz,21
2020-10-04,AS_NON-EDITING-TEACHERS,System,175
2020-10-04,AS_NON-EDITING-TEACHERS,URL,2
2020-10-04,AS_NON-EDITING-TEACHERS,User report,2
2020-10-04,AS_STUDENT,Assignment,1436
2020-10-04,AS_STUDENT,External tool,3
2020-10-04,AS_STUDENT,Feedback,8
2020-10-04,AS_STUDENT,File,217
2020-10-04,AS_STUDENT,File submissions,132
2020-10-04,AS_STUDENT,Folder,13
2020-10-04,AS_STUDENT,Forum,92
2020-10-04,AS_STUDENT,Group choice,20
2020-10-04,AS_STUDENT,Online text submissions,2
2020-10-04,AS_STUDENT,Open Forum,300
2020-10-04,AS_STUDENT,Open Grader,1
2020-10-04,AS_STUDENT,Overview report,11
2020-10-04,AS_STUDENT,Page,106
2020-10-04,AS_STUDENT,Questionnaire,1
2020-10-04,AS_STUDENT,Quiz,896
2020-10-04,AS_STUDENT,Scheduler,4
2020-10-04,AS_STUDENT,System,5645
2020-10-04,AS_STUDENT,URL,526
2020-10-04,AS_STUDENT,User report,53
2020-10-04,AS_STUDENT,User tours,12
2020-10-04,AS_STUDENT,Workshop,126
2020-10-04,AS_TEACHERS,Assignment,94
2020-10-04,AS_TEACHERS,File,1
2020-10-04,AS_TEACHERS,Forum,7
2020-10-04,AS_TEACHERS,Grader report,1
2020-10-04,AS_TEACHERS,Group choice,3
2020-10-04,AS_TEACHERS,Open Forum,39
2020-10-04,AS_TEACHERS,Questionnaire,3
2020-10-04,AS_TEACHERS,Quiz,6
2020-10-04,AS_TEACHERS,Scheduler,3
2020-10-04,AS_TEACHERS,System,1228
2020-10-04,AS_TEACHERS,URL,11
2020-10-04,AS_TEACHERS,Workshop,7
2020-12-12,AS_NON-EDITING-TEACHERS,Assignment,34
2020-12-12,AS_NON-EDITING-TEACHERS,File,4
2020-12-12,AS_NON-EDITING-TEACHERS,File submissions,2
2020-12-12,AS_NON-EDITING-TEACHERS,Open Forum,23
2020-12-12,AS_NON-EDITING-TEACHERS,Questionnaire,7
2020-12-12,AS_NON-EDITING-TEACHERS,Quiz,6
2020-12-12,AS_NON-EDITING-TEACHERS,System,576
2020-12-12,AS_NON-EDITING-TEACHERS,URL,8
2020-12-12,AS_STUDENT,Assignment,1036
2020-12-12,AS_STUDENT,Book,384
2020-12-12,AS_STUDENT,External tool,2
2020-12-12,AS_STUDENT,File,335
2020-12-12,AS_STUDENT,File submissions,88
2020-12-12,AS_STUDENT,Folder,5
2020-12-12,AS_STUDENT,Forum,85
2020-12-12,AS_STUDENT,Group choice,4
2020-12-12,AS_STUDENT,Lesson,406
2020-12-12,AS_STUDENT,Online text submissions,4
2020-12-12,AS_STUDENT,Open Forum,191
2020-12-12,AS_STUDENT,Overview report,13
2020-12-12,AS_STUDENT,Page,48
2020-12-12,AS_STUDENT,Questionnaire,1
2020-12-12,AS_STUDENT,Quiz,1183
2020-12-12,AS_STUDENT,Scheduler,2
2020-12-12,AS_STUDENT,Submission comments,2
2020-12-12,AS_STUDENT,System,4368
2020-12-12,AS_STUDENT,URL,300
2020-12-12,AS_STUDENT,User report,78
2020-12-12,AS_STUDENT,User tours,3
2020-12-12,AS_TEACHERS,Assignment,41
2020-12-12,AS_TEACHERS,File,10
2020-12-12,AS_TEACHERS,Forum,8
2020-12-12,AS_TEACHERS,Grader report,4
2020-12-12,AS_TEACHERS,Open Forum,27
2020-12-12,AS_TEACHERS,Overview report,1
2020-12-12,AS_TEACHERS,Questionnaire,7
2020-12-12,AS_TEACHERS,Quiz,116
2020-12-12,AS_TEACHERS,System,1243
2020-12-12,AS_TEACHERS,URL,9
2020-10-10,AS_NON-EDITING-TEACHERS,Assignment,83
2020-10-10,AS_NON-EDITING-TEACHERS,File submissions,4
2020-10-10,AS_NON-EDITING-TEACHERS,Open Forum,14
2020-10-10,AS_NON-EDITING-TEACHERS,Questionnaire,3
2020-10-10,AS_NON-EDITING-TEACHERS,Quiz,8
2020-10-10,AS_NON-EDITING-TEACHERS,Scheduler,3
2020-10-10,AS_NON-EDITING-TEACHERS,System,187
2020-10-10,AS_NON-EDITING-TEACHERS,Workshop,3
2020-10-10,AS_STUDENT,Assignment,1225
2020-10-10,AS_STUDENT,Book,6
2020-10-10,AS_STUDENT,External tool,12
2020-10-10,AS_STUDENT,Feedback,4
2020-10-10,AS_STUDENT,File,269
2020-10-10,AS_STUDENT,File submissions,98
2020-10-10,AS_STUDENT,Forum,11
2020-10-10,AS_STUDENT,Group choice,1
2020-10-10,AS_STUDENT,Online text submissions,26
2020-10-10,AS_STUDENT,Open Forum,188
2020-10-10,AS_STUDENT,Overview report,3
2020-10-10,AS_STUDENT,Page,120
2020-10-10,AS_STUDENT,Questionnaire,1
2020-10-10,AS_STUDENT,Quiz,1903
2020-10-10,AS_STUDENT,Submission comments,1
2020-10-10,AS_STUDENT,System,5243
2020-10-10,AS_STUDENT,URL,539
2020-10-10,AS_STUDENT,User report,49
2020-10-10,AS_STUDENT,Workshop,187
2020-10-10,AS_TEACHERS,Assignment,36
2020-10-10,AS_TEACHERS,Choice,1
2020-10-10,AS_TEACHERS,External tool,2
2020-10-10,AS_TEACHERS,Feedback,4
2020-10-10,AS_TEACHERS,File,6
2020-10-10,AS_TEACHERS,Folder,1
2020-10-10,AS_TEACHERS,Forum,29
2020-10-10,AS_TEACHERS,Lesson,78
2020-10-10,AS_TEACHERS,Open Forum,16
2020-10-10,AS_TEACHERS,Page,11
2020-10-10,AS_TEACHERS,Questionnaire,3
2020-10-10,AS_TEACHERS,Quiz,66
2020-10-10,AS_TEACHERS,Scheduler,3
2020-10-10,AS_TEACHERS,System,1899
2020-10-10,AS_TEACHERS,URL,12
2020-10-10,AS_TEACHERS,Workshop,26
2020-12-13,AS_NON-EDITING-TEACHERS,Assignment,22
2020-12-13,AS_NON-EDITING-TEACHERS,File,1
2020-12-13,AS_NON-EDITING-TEACHERS,System,76
2020-12-13,AS_STUDENT,Assignment,1384
2020-12-13,AS_STUDENT,Book,1096
2020-12-13,AS_STUDENT,External tool,4
2020-12-13,AS_STUDENT,File,288
2020-12-13,AS_STUDENT,File submissions,130
2020-12-13,AS_STUDENT,Folder,13
2020-12-13,AS_STUDENT,Forum,165
2020-12-13,AS_STUDENT,Group choice,5
2020-12-13,AS_STUDENT,Lesson,508
2020-12-13,AS_STUDENT,Online text submissions,8
2020-12-13,AS_STUDENT,Open Forum,158
2020-12-13,AS_STUDENT,Overview report,7
2020-12-13,AS_STUDENT,Page,53
2020-12-13,AS_STUDENT,Quiz,1298
2020-12-13,AS_STUDENT,Submission comments,7
2020-12-13,AS_STUDENT,System,4400
2020-12-13,AS_STUDENT,URL,401
2020-12-13,AS_STUDENT,User report,57
2020-12-13,AS_STUDENT,User tours,13
2020-12-13,AS_TEACHERS,Assignment,30
2020-12-13,AS_TEACHERS,File,1
2020-12-13,AS_TEACHERS,Grader report,1
2020-12-13,AS_TEACHERS,Open Forum,31
2020-12-13,AS_TEACHERS,Quiz,12
2020-12-13,AS_TEACHERS,System,590
2020-12-13,AS_TEACHERS,URL,5
2021-01-09,AS_NON-EDITING-TEACHERS,Assignment,181
2021-01-09,AS_NON-EDITING-TEACHERS,Excel spreadsheet,2
2021-01-09,AS_NON-EDITING-TEACHERS,File submissions,2
2021-01-09,AS_NON-EDITING-TEACHERS,Forum,2
2021-01-09,AS_NON-EDITING-TEACHERS,Grader report,7
2021-01-09,AS_NON-EDITING-TEACHERS,Open Forum,2
2021-01-09,AS_NON-EDITING-TEACHERS,Quiz,234
2021-01-09,AS_NON-EDITING-TEACHERS,Single view,12
2021-01-09,AS_NON-EDITING-TEACHERS,Submission comments,11
2021-01-09,AS_NON-EDITING-TEACHERS,System,335
2021-01-09,AS_NON-EDITING-TEACHERS,URL,4
2021-01-09,AS_NON-EDITING-TEACHERS,User report,3
2021-01-09,AS_STUDENT,Assignment,3577
2021-01-09,AS_STUDENT,Excel spreadsheet,2
2021-01-09,AS_STUDENT,External tool,18
2021-01-09,AS_STUDENT,Feedback,1
2021-01-09,AS_STUDENT,File,302
2021-01-09,AS_STUDENT,File submissions,340
2021-01-09,AS_STUDENT,Folder,17
2021-01-09,AS_STUDENT,Forum,297
2021-01-09,AS_STUDENT,Grader report,7
2021-01-09,AS_STUDENT,Group choice,1
2021-01-09,AS_STUDENT,Online text submissions,118
2021-01-09,AS_STUDENT,Open Forum,166
2021-01-09,AS_STUDENT,Open Grader,1
2021-01-09,AS_STUDENT,Overview report,21
2021-01-09,AS_STUDENT,Page,11
2021-01-09,AS_STUDENT,Quiz,1418
2021-01-09,AS_STUDENT,Safe Exam Browser access rules,2
2021-01-09,AS_STUDENT,Scheduler,1
2021-01-09,AS_STUDENT,Single view,12
2021-01-09,AS_STUDENT,Submission comments,23
2021-01-09,AS_STUDENT,System,5967
2021-01-09,AS_STUDENT,URL,335
2021-01-09,AS_STUDENT,User report,149
2021-01-09,AS_TEACHERS,Assignment,944
2021-01-09,AS_TEACHERS,Excel spreadsheet,2
2021-01-09,AS_TEACHERS,File,1
2021-01-09,AS_TEACHERS,Forum,2
2021-01-09,AS_TEACHERS,Grader report,9
2021-01-09,AS_TEACHERS,Logs,3
2021-01-09,AS_TEACHERS,Open Forum,21
2021-01-09,AS_TEACHERS,Quiz,549
2021-01-09,AS_TEACHERS,Scheduler,3
2021-01-09,AS_TEACHERS,Single view,12
2021-01-09,AS_TEACHERS,Submission comments,70
2021-01-09,AS_TEACHERS,System,1621
2021-01-09,AS_TEACHERS,URL,3
2020-12-06,AS_NON-EDITING-TEACHERS,Assignment,148
2020-12-06,AS_NON-EDITING-TEACHERS,Chat,2
2020-12-06,AS_NON-EDITING-TEACHERS,File,2
2020-12-06,AS_NON-EDITING-TEACHERS,Grader report,1
2020-12-06,AS_NON-EDITING-TEACHERS,Open Forum,1
2020-12-06,AS_NON-EDITING-TEACHERS,Quiz,234
2020-12-06,AS_NON-EDITING-TEACHERS,Submission comments,43
2020-12-06,AS_NON-EDITING-TEACHERS,System,1905
2020-12-06,AS_STUDENT,Assignment,938
2020-12-06,AS_STUDENT,Book,10
2020-12-06,AS_STUDENT,External tool,7
2020-12-06,AS_STUDENT,File,197
2020-12-06,AS_STUDENT,File submissions,38
2020-12-06,AS_STUDENT,Folder,33
2020-12-06,AS_STUDENT,Forum,94
2020-12-06,AS_STUDENT,Grader report,1
2020-12-06,AS_STUDENT,Group choice,1
2020-12-06,AS_STUDENT,Lesson,1701
2020-12-06,AS_STUDENT,Online text submissions,2
2020-12-06,AS_STUDENT,Open Forum,132
2020-12-06,AS_STUDENT,Overview report,6
2020-12-06,AS_STUDENT,Page,72
2020-12-06,AS_STUDENT,Quiz,2805
2020-12-06,AS_STUDENT,Submission comments,47
2020-12-06,AS_STUDENT,System,6587
2020-12-06,AS_STUDENT,URL,315
2020-12-06,AS_STUDENT,User report,59
2020-12-06,AS_STUDENT,User tours,58
2020-12-06,AS_TEACHERS,Assignment,87
2020-12-06,AS_TEACHERS,Chat,2
2020-12-06,AS_TEACHERS,File,4
2020-12-06,AS_TEACHERS,Grader report,8
2020-12-06,AS_TEACHERS,Logs,1
2020-12-06,AS_TEACHERS,Open Forum,26
2020-12-06,AS_TEACHERS,Page,5
2020-12-06,AS_TEACHERS,Quiz,370
2020-12-06,AS_TEACHERS,Single view,1
2020-12-06,AS_TEACHERS,Submission comments,2
2020-12-06,AS_TEACHERS,System,4590
2020-12-06,AS_TEACHERS,URL,1
2020-12-06,AS_TEACHERS,User report,2
2020-12-06,AS_TEACHERS,User tours,3
2020-09-11,AS_NON-EDITING-TEACHERS,Assignment,2
2020-09-11,AS_NON-EDITING-TEACHERS,File,2
2020-09-11,AS_NON-EDITING-TEACHERS,Forum,30
2020-09-11,AS_NON-EDITING-TEACHERS,Grader report,3
2020-09-11,AS_NON-EDITING-TEACHERS,Group choice,12
2020-09-11,AS_NON-EDITING-TEACHERS,Open Forum,6
2020-09-11,AS_NON-EDITING-TEACHERS,Page,1
2020-09-11,AS_NON-EDITING-TEACHERS,Questionnaire,93
2020-09-11,AS_NON-EDITING-TEACHERS,Quiz,31
2020-09-11,AS_NON-EDITING-TEACHERS,System,966
2020-09-11,AS_NON-EDITING-TEACHERS,URL,2
2020-09-11,AS_NON-EDITING-TEACHERS,User report,1
2020-09-11,AS_NON-EDITING-TEACHERS,User tours,3
2020-09-11,AS_STUDENT,Assignment,289
2020-09-11,AS_STUDENT,External tool,4
2020-09-11,AS_STUDENT,File,351
2020-09-11,AS_STUDENT,File submissions,34
2020-09-11,AS_STUDENT,Folder,17
2020-09-11,AS_STUDENT,Forum,210
2020-09-11,AS_STUDENT,Group choice,70
2020-09-11,AS_STUDENT,Lesson,3
2020-09-11,AS_STUDENT,Online text submissions,4
2020-09-11,AS_STUDENT,Open Forum,310
2020-09-11,AS_STUDENT,Overview report,5
2020-09-11,AS_STUDENT,Page,20
2020-09-11,AS_STUDENT,Questionnaire,109
2020-09-11,AS_STUDENT,Quiz,504
2020-09-11,AS_STUDENT,Scheduler,2
2020-09-11,AS_STUDENT,System,13742
2020-09-11,AS_STUDENT,URL,312
2020-09-11,AS_STUDENT,User report,42
2020-09-11,AS_STUDENT,User tours,192
2020-09-11,AS_STUDENT,Wiki,1
2020-09-11,AS_TEACHERS,Activity report,3
2020-09-11,AS_TEACHERS,Assignment,58
2020-09-11,AS_TEACHERS,Course participation,2
2020-09-11,AS_TEACHERS,External tool,22
2020-09-11,AS_TEACHERS,Feedback,1
2020-09-11,AS_TEACHERS,Forum,30
2020-09-11,AS_TEACHERS,Grader report,5
2020-09-11,AS_TEACHERS,Group choice,13
2020-09-11,AS_TEACHERS,Open Forum,25
2020-09-11,AS_TEACHERS,Questionnaire,93
2020-09-11,AS_TEACHERS,Quiz,111
2020-09-11,AS_TEACHERS,Submission comments,3
2020-09-11,AS_TEACHERS,System,7945
2020-09-11,AS_TEACHERS,URL,19
2020-09-11,AS_TEACHERS,User tours,5
2020-09-29,AS_NON-EDITING-TEACHERS,Assignment,390
2020-09-29,AS_NON-EDITING-TEACHERS,File,6
2020-09-29,AS_NON-EDITING-TEACHERS,Grader report,9
2020-09-29,AS_NON-EDITING-TEACHERS,Open Forum,30
2020-09-29,AS_NON-EDITING-TEACHERS,Page,3
2020-09-29,AS_NON-EDITING-TEACHERS,Quiz,7
2020-09-29,AS_NON-EDITING-TEACHERS,Scheduler,1
2020-09-29,AS_NON-EDITING-TEACHERS,System,1145
2020-09-29,AS_NON-EDITING-TEACHERS,URL,4
2020-09-29,AS_NON-EDITING-TEACHERS,Workshop,1
2020-09-29,AS_STUDENT,Assignment,2402
2020-09-29,AS_STUDENT,Book,29
2020-09-29,AS_STUDENT,External tool,38
2020-09-29,AS_STUDENT,Feedback,25
2020-09-29,AS_STUDENT,File,600
2020-09-29,AS_STUDENT,File submissions,206
2020-09-29,AS_STUDENT,Folder,16
2020-09-29,AS_STUDENT,Forum,202
2020-09-29,AS_STUDENT,Grader report,9
2020-09-29,AS_STUDENT,Group choice,10
2020-09-29,AS_STUDENT,Online text submissions,60
2020-09-29,AS_STUDENT,Open Forum,1159
2020-09-29,AS_STUDENT,Open Grader,5
2020-09-29,AS_STUDENT,Overview report,15
2020-09-29,AS_STUDENT,Page,188
2020-09-29,AS_STUDENT,Questionnaire,5
2020-09-29,AS_STUDENT,Quiz,2290
2020-09-29,AS_STUDENT,Scheduler,132
2020-09-29,AS_STUDENT,Submission comments,7
2020-09-29,AS_STUDENT,System,13817
2020-09-29,AS_STUDENT,URL,790
2020-09-29,AS_STUDENT,User report,152
2020-09-29,AS_STUDENT,User tours,21
2020-09-29,AS_STUDENT,Wiki,2
2020-09-29,AS_STUDENT,Workshop,66
2020-09-29,AS_TEACHERS,Assignment,250
2020-09-29,AS_TEACHERS,Course participation,4
2020-09-29,AS_TEACHERS,External tool,6
2020-09-29,AS_TEACHERS,File,6
2020-09-29,AS_TEACHERS,Forum,10
2020-09-29,AS_TEACHERS,Grader report,26
2020-09-29,AS_TEACHERS,Logs,5
2020-09-29,AS_TEACHERS,Open Forum,170
2020-09-29,AS_TEACHERS,Page,7
2020-09-29,AS_TEACHERS,Quiz,239
2020-09-29,AS_TEACHERS,Scheduler,111
2020-09-29,AS_TEACHERS,Single view,16
2020-09-29,AS_TEACHERS,System,4511
2020-09-29,AS_TEACHERS,URL,26
2020-09-29,AS_TEACHERS,Workshop,1
2020-09-15,AS_NON-EDITING-TEACHERS,Activity report,2
2020-09-15,AS_NON-EDITING-TEACHERS,Assignment,36
2020-09-15,AS_NON-EDITING-TEACHERS,Book,4
2020-09-15,AS_NON-EDITING-TEACHERS,File,20
2020-09-15,AS_NON-EDITING-TEACHERS,Folder,2
2020-09-15,AS_NON-EDITING-TEACHERS,Forum,2
2020-09-15,AS_NON-EDITING-TEACHERS,Grader report,1
2020-09-15,AS_NON-EDITING-TEACHERS,Lesson,6
2020-09-15,AS_NON-EDITING-TEACHERS,Logs,9
2020-09-15,AS_NON-EDITING-TEACHERS,Open Forum,133
2020-09-15,AS_NON-EDITING-TEACHERS,Page,5
2020-09-15,AS_NON-EDITING-TEACHERS,Questionnaire,9
2020-09-15,AS_NON-EDITING-TEACHERS,Quiz,28
2020-09-15,AS_NON-EDITING-TEACHERS,System,1677
2020-09-15,AS_NON-EDITING-TEACHERS,URL,11
2020-09-15,AS_NON-EDITING-TEACHERS,Wiki,22
2020-09-15,AS_STUDENT,Activity report,2
2020-09-15,AS_STUDENT,Assignment,2701
2020-09-15,AS_STUDENT,External tool,12
2020-09-15,AS_STUDENT,Feedback,2
2020-09-15,AS_STUDENT,File,1061
2020-09-15,AS_STUDENT,File submissions,234
